流水,華語,台語,台羅,備存對照
8914,性病,暗毿病,àm-sàm-pēnn/àm-sàm-pīnn,9654
8915,性能,性能,sìng-lîng,50341
8916,性情,性地,sìng-tē/sìng-tuē,3915
8917,性情,脾氣,phî-khì,8945
8918,性情,性情,sìng-tsîng,52417
8919,性情不好,歹性地,pháinn-sìng-tē/pháinn-sìng-tuē,973
8920,性愛,性愛,sìng-ài,50828
8921,性感,性感,sìng-kám,51977
8922,性質,性質,sìng-tsit,3941
8923,怪,怪,kuài,3899
8924,怪,怪,kuè,3900
8925,怪人,怪人,kuài-lâng,3904
8926,怪不得,莫怪,bo̍k-kuài,7851
8927,怪不得,較加,khah-ke,10200
8928,怪事,怪事,kuài-sū,3917
8929,怪怪,怪怪,kuài-kuài,54125
8930,怪物,怪物,kuài-bu̍t,51976
8931,怪異,怪異,kuài-ī,53045
8932,怪罪,怪罪,kuài-tsuē,53561
8933,怪罪別人,怪人,kuài--lâng,3903
8934,怪癖,怪癖,kuài-phiah,3948
8935,怯場,懍場,lún-tiûnn,11712
8936,或,抑,ia̍h,3217
8937,或者,可,khó,1415
8938,或者,抑是,ia̍h-sī,3250
8939,或者,或者,hi̍k-tsiá,50124
8940,或是,抑是,ia̍h-sī,3250
8941,或許,檢采,kiám-tshái,12227
8942,戽,戽,hòo,3901
8943,戽斗,戽斗,hòo-táu,3908
8944,戽斗,戽斗的,hòo-táu--ê,3910
8945,房,房,pâng,3949
8946,房,房,pông,3950
8947,房,房,Pâng,41081
8948,房子,三角窗,sann-kak-thang,342
8949,房子,房屋,pâng-ok,4063
8950,房子失火,火燒厝,hué-sio-tshù/hé-sio-tshù,1294
8951,房市,房市,pâng-tshī,52418
8952,房地,厝地,tshù-tē/tshù-tuē,5837
8953,房地產,房地產,pâng-tē-sán/pâng-tuē-sán,50142
8954,房東,厝主,tshù-tsú,5832
8955,房東,厝頭家,tshù-thâu-ke,5870
8956,房契,厝契,tshù-khè/tshù-khuè,5850
8957,房客,厝跤,tshù-kha,5864
8958,房屋,房屋,pâng-ok,4063
8959,房屋,厝,tshù,5810
8960,房租,厝稅,tshù-suè/tshù-sè,5860
8961,房頂,厝頂,tshù-tíng,5858
8962,房間,房間,pâng-king,4129
8963,所,所,sóo,3951
8964,所以,所以,sóo-í,4004
8965,所在,地點,tē-tiám/tuē-tiám,2426
8966,所在,所在,sóo-tsāi,4017
8967,所有,所有,sóo-iú,4025
8968,所有,所有,sóo-ū,4026
8969,所有事情,萬事,bān-sū,9941
8970,所有權,所有權,sóo-iú-khuân,52691
8971,所作所為,作為,tsok-uî,2926
8972,所肩負的責任,擔頭,tànn-thâu,11730
8973,所長,所長,sóo-tiúnn,51811
8974,所致,所致,sóo-tì,54126
8975,所得,所得,sóo-tik,4102
8976,所得稅,所得稅,sóo-tik-suè/sóo-tik-sè,4103
8977,所謂,所謂,sóo-uī,50098
8978,承,承,sîn,3952
8979,承,承,sîng,3953
8980,承天府,承天府,Sîng-thian-hú,40104
8981,承包,貿,bāu,9069
8982,承包,貿工,bāu-kang,9074
8983,承包,承包,sîng-pau,53562
8984,承受,忍,lún,3149
8985,承受,承受,sîng-siū,4042
8986,承受,承擔,sîng-tam,4163
8987,承受,堪,kham,8274
8988,承重,接力,tsih-la̍t,7344
8989,承重,接載,tsih-tsài,7422
8990,承租,包贌,pau-pa̍k,1643
8991,承接,包贌,pau-pa̍k,1643
8992,承接,承接,sîng-tsiap,52419
8993,承認,承認,sîng-jīn/sîng-līn,4152
8994,承擔,承受,sîng-siū,4042
8995,承擔,承擔,sîng-tam,4163
8996,承擔,負擔,hū-tam,5570
8997,承擔,揹,phāinn,8437
8998,承擔,攬,lám,13363
8999,承諾,允,ín/ún,582
9000,承諾,答應,tah-ìng,8918
9001,承諾,講好,kóng-hó,12413
9002,承諾,承諾,sîng-lo̍k,50694
9003,承辦,承辦,sîng-pān,51295
9004,承露,凍露水,tàng-lōo-tsuí,5806
9005,承攬,承攬,sîng-lám,51978
9006,抨擊,嗙,phngh,9378
9007,披,披,phi,3955
9008,披,袚,phua̍h,7866
9009,披,幔,mua,10477
9010,披仔,披仔,phi-á,4005
9011,披風,幔,mua,10477
9012,披頭散髮的人,鬖毛鬼,sàm-mn̂g-kuí,13209
9013,抬,拎,lîng,3973
9014,抬,擔,tann,11684
9015,抬手,攑手,gia̍h-tshiú,13130
9016,抬高,攑懸,gia̍h-kuân,13146
9017,抬槓,諍喙,tsènn-tshuì/tsìnn-tshuì,11482
9018,抬頭,攑頭,gia̍h-thâu,13145
9019,抬轎,扛轎,kng-kiō,2591
9020,抱,抱,phō,3956
9021,抱,捥,ńg,7259
9022,抱,攬,lám,13363
9023,抱,𢯾,mooh,13502
9024,抱屈,拗鬱,áu-ut,4196
9025,抱怨,哼,hainn,5820
9026,抱怨聲,哼哼叫,hainn-hainn-kiò,5853
9027,抱歉,抱歉,phō-khiàm,4145
9028,抱歉,對不住,tuì-put-tsū,10482
9029,抱窩,孵岫,pū-siū,10495
9030,抵,拄,tú,3963
9031,抵,㧣,tu,13488
9032,抵抗,抵抗,tí-khòng,4035
9033,抵制,抵制,tí-tsè,53563
9034,抵押,抵押,tí-ah,4049
9035,抵針,針指,tsiam-tsáinn,6865
9036,抵債,拄數,tú-siàu,4157
9037,抵銷,相拄,sio-tú,5264
9038,抹,抹,buah,3957
9039,抹,,huê,13620
9040,抹一抹,捋,luah,6013
9041,抹刀,抹刀,buah-to,3988
9042,抹子,灰匙仔,hue-sî-á,2730
9043,抹子,抹刀,buah-to,3988
9044,抹水泥,抹壁,buah-piah,4162
9045,抹布,桌布,toh-pòo,6124
9046,抹石灰,抹壁,buah-piah,4162
9047,抹粉,抹粉,buah-hún,4091
9048,抹壁,抹壁,buah-piah,4162
9049,抹臉,抹面,buah-bīn,4077
9050,抹鹽,挲鹽,so-iâm,7310
9051,抹鹽巴,抹鹽,buah iâm,4192
9052,押,押,ah,3958
9053,押,漚,au,10640
9054,押下去,硩落去,teh--lo̍h-khì,8831
9055,押注,硩落去,teh--lo̍h-khì,8831
9056,押送,押送,ah-sàng,4097
9057,押解,押送,ah-sàng,4097
9058,押韻,句,kù,1407
9059,押韻,押韻,ah-ūn,4181
9060,押韻,鬥句,tàu-kù,6839
9061,抽,抽,thiu,3959
9062,抽,搐,tiuh,9504
9063,抽,噗,pok,11011
9064,抽水機,水拹仔,tsuí-hia̍p-á,1001
9065,抽水機,水龍,tsuí-lîng,1184
9066,抽水機,水龜,tsuí-ku,1185
9067,抽出,抽出,thiu-tshut,51517
9068,抽打,捽,sut,7315
9069,抽佣金,抽頭,thiu-thâu,4170
9070,抽身撤退,抽退,thiu-thè,4098
9071,抽空,閬工,làng-kang,11551
9072,抽空,閬縫,làng-phāng,11561
9073,抽芽,發穎,huat-ínn,8778
9074,抽脂,抽脂,thiu-tsi,52420
9075,抽退,抽退,thiu-thè,4098
9076,抽高,抽長,thiu-tn̂g,4057
9077,抽屜,桌屜,toh-thuah,6150
9078,抽屜,屜,thuah,7198
9079,抽屜,屜仔,thuah-á,7212
9080,抽換,抽換,thiu-uānn,54127
9081,抽痛,抽疼,thiu-thiànn,4087
9082,抽稅,抽稅,thiu-suè/thiu-sè,4121
9083,抽筋,糾筋,kiù-kin/kiù-kun,4479
9084,抽筋,挽脈,bán-me̍h,6053
9085,抽象,抽象,thiu-siōng,51653
9086,抽搐疼痛,抽疼,thiu-thiànn,4087
9087,抽煙,食薰,tsia̍h-hun,5705
9088,抽煙,噗薰,pok-hun,11034
9089,抽腳,勼跤,kiu-kha,758
9090,抽腿,勼跤,kiu-kha,758
9091,抽獎,抽獎,thiu-tsióng,52421
9092,抽頭,抽頭,thiu-thâu,4170
9093,抽頭,東筊,tong kiáu,4252
9094,抽籤,抽籤,thiu-tshiam,4190
9095,抽籤,抽鬮,thiu-khau,4194
9096,抽籤,拈鬮,liam-khau,4195
9097,抽籤輪流,輪鬮,lûn-khau,11545
9098,抽驗,抽驗,thiu-giām,54128
9099,抿嘴,覕喙,bih-tshuì,9037
9100,拂,颺,iānn,12780
9101,拂塵,筅仔,tshíng-á,8863
9102,拂塵,蠓捽仔,báng-sut-á,13063
9103,拄,托,thuh,2439
9104,拆,拆,thiah,3964
9105,拆股,拆股,thiah-kóo,4056
9106,拆除,拆除,thiah-tû,50830
9107,拆散,拆散,thiah-suànn,4116
9108,拆夥,拆股,thiah-kóo,4056
9109,拈,拈,ni,3966
9110,拈,捻,liàm,7313
9111,拈香,拈香,liam-hiunn,4078
9112,拉,挩,thuah,5981
9113,拉,掜,tau,7326
9114,拉,搐,tiuh,9504
9115,拉,搝,khiú,9508
9116,拉,落,làu,9893
9117,拉丁,拉丁,La-ting,52163
9118,拉引,拎,lîng,3973
9119,拉平,擢,tioh,12177
9120,拉皮條,牽公,khan-kong,7604
9121,拉回來,挽回,bán-huê/bán-hê,6035
9122,拉肚子,歹腹肚,pháinn-pak-tóo,1118
9123,拉肚子,落屎,làu-sái,9953
9124,拉拉山,拉拉山,Lá-lá-san,32029
9125,拉拉扯扯,搝搝搦搦,khiú-khiú-la̍k-la̍k,9571
9126,拉直,擢,tioh,12177
9127,拉長,抽長,thiu-tn̂g,4057
9128,拉長絲,牽絲,khan-si,7636
9129,拉門,挩門,thuah-mn̂g,5987
9130,拉客,叫客,kiò-kheh,1503
9131,拉胡琴,挨絃仔,e hiân-á,5993
9132,拉高,抽躼,thiu-lò,4198
9133,拉高褲子,攏褲,láng khòo,12823
9134,拉緊,勒,li̍k,7027
9135,拉攏,運動,ūn-tōng,10240
9136,拉警報,霆水螺,tân-tsuí-lê,11576
9137,拋,拋,pha,3968
9138,拋,拋,phau,3969
9139,拋錨,拋碇,pha-tiānn,4139
9140,拍,拌,puānn,3970
9141,拍,拍,phik,3972
9142,拍,搭,tah,9520
9143,拍手,拍手,phah-tshiú,3995
9144,拍手,拍噗仔,phah-pho̍k-á,4155
9145,拍手聲,噗,pho̍k,11013
9146,拍片,拍片,phah-phìnn,53047
9147,拍桌子,頓椅頓桌,tǹg-í-tǹg-toh,10357
9148,拍馬屁,扶𡳞脬,phôo-lān-pha,3166
9149,拍馬屁,扶挺,phôo-thánn,3188
9150,拍照,翕,hip,8922
9151,拍照,翕相,hip-siòng,8939
9152,拍賣,拍賣,phah-bē/phah-buē,4160
9153,拍戲,拍戲,phah-hì,52692
9154,拐,拐,kuái,3974
9155,拐,拐,kuāinn,3975
9156,拐,術,su̍t,7863
9157,拐子,諞仙仔,pián-sian-á,11950
9158,拐騙,拐弄,kuái-lōng,4034
9159,拐騙,拐騙,kuái-phiàn,4182
9160,拐騙,諞,pián,11936
9161,拐彎抹角,轉彎踅角,tńg-uan-se̍h-kak,12682
9162,拐彎抹角,彎來斡去,uan-lâi-uat-khì,13235
9163,拐彎抹角,彎彎斡斡,uan-uan-uat-uat,13245
9164,拒絕,拒絕,kī-tsua̍t/kū-tsua̍t,4124
9165,拒絕,推辭,the-sî,7445
9166,拓展,拓展,thok-tián,50829
9167,拓寬,拓寬,thok-khuan,51652
9168,拔,拔,pua̍h,3977
9169,拔,拔,pue̍h,3978
9170,拔,挽,bán,6006
9171,拔牙,挽喙齒,bán tshuì-khí,6068
9172,拔牙齒,挽喙齒,bán tshuì-khí,6068
9173,拔林,拔林,Pa̍t-á-nâ,34058
9174,拔河,搝大索,khiú-tuā-soh,9529
9175,拔草,挽草,bán tsháu,6055
9176,拔草,薅草,khau tsháu,12352
9177,拔碇,起碇,khí-tiānn,6782
9178,拔頭籌,搶頭香,tshiúnn-thâu-hiunn,9583
9179,拔頭籌,搶頭標,tshiúnn-thâu-pio,9584
9180,拖,拖,thua,3979
9181,拖,挩,thuah,5981
9182,拖吊,拖吊,thua-tiàu,51518
9183,拖吊車,拖吊車,thua-tiàu-tshia,54129
9184,拖地,䠡,tshê,13585
9185,拖老命,拖命,thua-miā,4043
9186,拖延,拖棚,thua-pênn/thua-pînn,4117
9187,拖延,拖延,thua-iân,53048
9188,拖拉,拖屎連,thua-sái-liân,4066
9189,拖油瓶,綴轎後的,tuè-kiō-āu--ê/tè-kiō-āu--ê,10811
9190,拖泥帶水,拖沙,thua-sua,4037
9191,拖門,挩門,thuah-mn̂g,5987
9192,拖累,拖累,thua-luī,4110
9193,拖累,連累,liân-luī,7985
9194,拖鞋,淺拖仔,tshián-thua-á,7561
9195,拗折,雕,tiau,12028
9196,拗蠻,拗蠻,áu-bân,4193
9197,拘束,束縛,sok-pa̍k,3339
9198,拘束,拘束,khu-sok,4038
9199,拘留,扣留,khàu-liû,2522
9200,拘留,拘留,khu-liû,4088
9201,拘留禁制,扣,khàu,2443
9202,拘謹,拘束,khu-sok,4038
9203,拚,拚,piànn,3981
9204,拚生意,拚生理,piànn-sing-lí,4013
9205,拚死,存死,tshûn-sí ,2329
9206,拚死,拚性命,piànn-sènn-miā/piànn-sìnn-miā,4048
9207,拚命,下性命,hē-sènn-miā/hē-sìnn-miā,369
9208,拚命,拚,piànn,3981
9209,拚命,拚命,piànn-miā,4044
9210,拚命,拚性命,piànn-sènn-miā/piànn-sìnn-miā,4048
9211,拚命,拚勢,piànn-sè,4131
9212,拚命,賣命,bē-miā/buē-miā,11457
9213,拚鬥,捙拚,tshia-piànn,6042
9214,拚輸贏,拚輸贏,piànn-su-iânn,4167
9215,招,招,tsiau,3982
9216,招,招,tsio,3983
9217,招女婿,招囝婿,tsio-kiánn-sài,4020
9218,招引客人,叫客,kiò-kheh,1503
9219,招手,擛手,ia̍t-tshiú,11692
9220,招生,招生,tsio-sing,4010
9221,招考,招考,tsio-khó,53046
9222,招來,惹,jiá/liá,9452
9223,招呼,招呼,tsio-hoo,4045
9224,招待,接接,tsih-tsiap,7398
9225,招婿,接跤,tsiap-kha,7420
9226,招牌,招牌,tsiau-pâi,4119
9227,招集,募集,bōo-tsi̍p,9365
9228,招募,招募,tsio-bōo,4132
9229,招募,募集,bōo-tsi̍p,9365
9230,招惹,做,tsò/tsuè,6937
9231,招惹事端,鬧,nāu,11599
9232,招搖撞騙,王祿仔,ông-lo̍k-á,1276
9233,招認,招認,tsiau-jīn/tsiau-līn,4153
9234,招魂,引魂,ín-hûn,1151
9235,招魂,招魂,tsiau-hûn,4154
9236,招數,步數,pōo-sòo,3335
9237,招標,招標,tsio-pio,4159
9238,招請,邀請,iau-tshiánn,12461
9239,招贅,招翁,tsio-ang,4094
9240,招攬乘客,抾客,khioh-kheh,4064
9241,放,囥,khǹg,3031
9242,放,放,hòng,3984
9243,放,放,pàng,3985
9244,放大,放大,hòng-tuā,50831
9245,放大鏡,譀鏡,hàm-kiànn,12931
9246,放心,安心,an-sim,2310
9247,放心,放心,hòng-sim,51519
9248,放手,放手,pàng-tshiú,3998
9249,放手,離手,lī-tshiú,12699
9250,放水燈,放水燈,pàng-tsuí-ting,4002
9251,放火,放火,pàng-hué/pàng-hé,4003
9252,放任,放任,hòng-jīm/hòng-līm,54130
9253,放在,靠,khuà,11564
9254,放血,放血,pàng-hueh/pàng-huih,4029
9255,放屁,放屁,pàng-phuì,4032
9256,放牧,放牧,pàng-bo̍k,50979
9257,放直,坦直,thán-ti̍t,3732
9258,放空,放空,pàng-khang,54131
9259,放風聲,放風聲,pàng-hong-siann,4080
9260,放風聲,放聲,pàng-siann,4173
9261,放倒,坦倒,thán-tó,3736
9262,放射,放射,hòng-siā,54132
9263,放高利貸,放重利,pàng tāng-lāi,4076
9264,放假,歇睏,hioh-khùn,9694
9265,放假,放假,pàng-ká,51812
9266,放棄,放捒,pàng-sak,4085
9267,放棄,放棄,hòng-khì,4106
9268,放寒假,歇冬,hioh-tang,9679
9269,放寒假,歇寒,hioh-kuânn,9693
9270,放暑假,歇熱,hioh-jua̍h/hioh-lua̍h,9705
9271,放款,放款,hòng-khuán,52422
9272,放開,放開,pàng--khui,52423
9273,放債,放債,pàng-tsè,4133
9274,放煙火,放煙火,pàng-ian-hué/pàng-ian-hé,4137
9275,放置,下,hē,177
9276,放肆,放肆,hòng-sù,4140
9277,放過不論,煞去,suah--khì,9729
9278,放榜,放榜,hòng-pńg,4143
9279,放寬,放冗,pàng-līng,3992
9280,放寬,放寬,hòng-khuan,4156
9281,放寬,放鬆,pàng-sang,4179
9282,放學,散學,suànn-o̍h,8494
9283,放學,放學,pàng-o̍h,53049
9284,放蕩,放蕩,hòng-tōng,4165
9285,放蕩,浪蕩,lōng-tōng,6238
9286,放縱,放蕩,hòng-tōng,4165
9287,放縱,逞,thíng,7928
9288,放鴿子,放粉鳥,pàng-hún-tsiáu,4092
9289,放鬆,放冗,pàng-līng,3992
9290,放鬆,放寬,hòng-khuan,4156
9291,放鬆,放鬆,pàng-sang,4179
9292,放靈柩的地方,靈厝,lîng-tshù,13377
9293,斧頭,斧頭,póo-thâu,4171
9294,旺,旺,ōng,3986
9295,旺季,大月,tuā-gue̍h/tuā-ge̍h,266
9296,旺盛,興,hing,11893
9297,旺盛,旺盛,ōng-sīng,52164
9298,昂貴,貴參參,kuì-som-som,9107
9299,昆布,海帶,hái-tuà,6216
9300,昆陽,昆陽,Khun-iông,36046
9301,昆蟲,牛螕,gû-pi,1296
9302,昆蟲,蟲豸,thâng-thuā,12639
9303,昇華,昇華,sing-huâ,52693
9304,明天,明仔日,bîn-á-ji̍t/bîn-á-li̍t,4220
9305,明天,明仔載,bîn-á-tsài,4224
9306,明天,隔轉日,keh-tńg-ji̍t/keh-tńg-li̍t,10381
9307,明天早上,明仔早起,bîn-á-tsá-khí,4222
9308,明天晚上,明仔暗,bîn-á-àm,4223
9309,明日,明仔日,bîn-á-ji̍t/bîn-á-li̍t,4220
9310,明日,明仔載,bîn-á-tsài,4224
9311,明白,了,liáu,50
9312,明白,明白,bîng-pi̍k,4226
9313,明白,捌,bat,6014
9314,明白,現現,hiān-hiān,7631
9315,明白,理解,lí-kái,7698
9316,明年,明年,mê-nî,4227
9317,明年,隔年,keh-nî,10339
9318,明年,隔轉年,keh-tńg-nî,10382
9319,明早,明仔早起,bîn-á-tsá-khí,4222
9320,明明,分明,hun-bîng,677
9321,明明,明明,bîng-bîng,4235
9322,明明,現現,hiān-hiān,7631
9323,明知,明知,bîng-tsai,4237
9324,明知道,明知,bîng-tsai,4237
9325,明亮,挑俍,thiau-lāng,5036
9326,明星,明星,bîng-tshenn/bîng-tshinn,4238
9327,明朗,明朗,bîng-lóng,54133
9328,明晚,明仔暗,bîn-á-àm,4223
9329,明理,明理,bîng-lí,4250
9330,明智,明智,bîng-tì,54134
9331,明說,明講,bîng-kóng,4263
9332,明德,明德,Bîng-tik,36022
9333,明確,明確,bîng-khak,50501
9334,明辨,捌想,bat-siūnn,6073
9335,明瞭,明瞭,bîng-liâu,4262
9336,明講,明呼,bîng-hoo,4233
9337,明講,明講,bîng-kóng,4263
9338,明顯,明顯,bîng-hián,4264
9339,昏,昏,hūn,4199
9340,昏天暗地,烏天暗地,oo-thinn-àm-tē/oo-thinn-àm-tuē,6263
9341,昏倒,昏去,hūn--khì,4225
9342,昏倒,昏倒,hūn--tó,4241
9343,昏迷,昏迷,hūn-bê,4245
9344,昏厥,昏去,hūn--khì,4225
9345,易怒,厚性地,kāu-sìng-tē/kāu-sìng-tuē,4807
9346,易怒,雷公性,luî-kong-sìng,10326
9347,易經,易經,i̍k-king,4255
9348,昔日,向時,hiàng-sî,2213
9349,朋友,朋友,pîng-iú,4215
9350,服,服,ho̍k,4200
9351,服用,服用,ho̍k-iōng,50556
9352,服役,服役,ho̍k-i̍k,51296
9353,服侍,服侍,ho̍k-sāi,4232
9354,服侍,纏綴,tînn-tuè/tînn-tè,13161
9355,服務,服務,ho̍k-bū,4246
9356,服從,服從,ho̍k-tsiông,4248
9357,服從,遵守,tsun-siú,11996
9358,服裝,服裝,ho̍k-tsong,4256
9359,服飾,服飾,ho̍k-sik,50518
9360,杯,杯,pue,4202
9361,杯,甌,au,11811
9362,杯,觳,khok,12402
9363,杯,觳仔,khok-á,12408
9364,杯子,杯仔,pue-á,4217
9365,杯子,甌仔,au-á,11818
9366,杯筊,桮,pue,7461
9367,東,東,tang,4203
9368,東,東,tong,4204
9369,東山鄉,東山區,Tong-san-khu,35225
9370,東引鄉,東引鄉,Tang-ín-hiong,35393
9371,東方,東爿,tang-pîng,4216
9372,東方,東方,Tong-hong,41086
9373,東方,東方,tang-hong,50878
9374,東北,東北,tang-pak,52694
9375,東石鄉,東石鄉,Tang-tsio̍h-hiong,35209
9376,東扣西扣,三除四扣,sann-tû-sì-khàu,434
9377,東竹,東竹,Tang-tik,34174
9378,東西,物件,mi̍h-kiānn/mn̍gh-kiānn,4359
9379,東西,物仔,mih-á,13647
9380,東西南北,東西南北,tang-sai-lâm-pak,4229
9381,東沙,東沙,Tang-sua,35395
9382,東里,東里,Tang-lí,34173
9383,東亞,東亞,Tang-a,52695
9384,東岸,東岸,tang-huānn,54135
9385,東河鄉,東河鄉,Tong-hô-hiong,35320
9386,東南亞,東南亞,Tang-lâm-a,50373
9387,東洋,東洋,Tang-iûnn,4239
9388,東風,東風,tang-hong,4240
9389,東倒西歪,東倒西歪,tang-tó-sai-uai,4242
9390,東埔蚋溪,東埔蚋溪,Tong-poo-la̍k-khe,38033
9391,東海,東海,Tang-hái,4243
9392,東區,東區,Tang-khu,35360
9393,東部,東部,tang-pōo,51381
9394,東部幹線,東部幹線,Tang-pōo-kàn-suànn,34110
9395,東港溪,東港溪,Tang-káng-khe,38051
9396,東港鎮,東港鎮,Tang-káng-tìn,35282
9397,東窗事發,煏空,piak-khang,9732
9398,東勢角,東勢角,Tang-sì-kak,40107
9399,東勢厝,東勢厝,Tang-sì-tshù,40108
9400,東勢鄉,東勢鄉,Tang-sì-hiong,35193
9401,東勢鎮,東勢區,Tang-sì-khu,35118
9402,東歐,東歐,Tang-au,53050
9403,東澳,東澳,Tang-ò,34146
9404,東邊,東爿,tang-pîng,4216
9405,杵,擂槌,luî-thuî,11722
9406,松山,松山,Siông-san,34112
9407,松山區,松山區,Siông-san-khu,35002
9408,松香,松膠,siông-ka,4260
9409,松脂,松膠,siông-ka,4260
9410,松茸,松茸,siông-jiông/siông-liông,4244
9411,松鼠,火鼠,hué-tshí/hué-tshú,1280
9412,松鼠,膨鼠,phòng-tshí/phòng-tshú,11911
9413,板,板,pán,4205
9414,板,枋,pang,4207
9415,板油,板膋,pán-lâ,4257
9416,板條,粿仔,kué-á/ké-á,10733
9417,板眼,板嘹,pán-liâu,4258
9418,板眼,嘹,liâu,11008
9419,板膋,板膋,pán-lâ,4257
9420,板模,枋模,pang-bôo,4259
9421,板橋,板橋,Pang-kiô,34005
9422,板橋市,板橋區,Pang-kiô-khu,35027
9423,板鴨,鴨鯗,ah-siúnn,12156
9424,板擦,拭仔,tshit-á,4933
9425,板擦,烏枋拭仔,oo-pang-tshit-á,6282
9426,枇杷,枇杷,pî-pê,4236
9427,枉死,枉死,óng-sí,4228
9428,枉然,了然,liáu-jiân/liáu-liân,150
9429,枉然,枉費,óng-huì,4254
9430,枉然,無彩,bô-tshái,8663
9431,枉費,了然,liáu-jiân/liáu-liân,150
9432,枉費,白白,pe̍h-pe̍h,1890
9433,枉費,枉費,óng-huì,4254
9434,枉費工夫,無彩工,bô-tshái-kang,8664
9435,枋山,枋山,Pang-suann,34189
9436,枋山鄉,枋山鄉,Pang-suann-hiong,35304
9437,枋寮,枋寮,Pang-liâu,34109
9438,枋寮鄉,枋寮鄉,Pang-liâu-hiong,35295
9439,枋橋頭,枋橋頭,Pang-kiô-thâu,40109
9440,枕頭,枕頭,tsím-thâu,51979
9441,枕頭套,枕頭囊,tsím-thâu-lông,4261
9442,林,林,lîm,4208
9443,林,林,nâ,4209
9444,林,林,Lîm,41084
9445,林口鄉,林口區,Nâ-kháu-khu,35043
9446,林內,林內,Nâ-lāi,34043
9447,林內鄉,林內鄉,Nâ-lāi-hiong,35189
9448,林木,林木,lîm-bo̍k,53052
9449,林仔邊,林仔邊,Nâ-á-pinn,40105
9450,林安泰古厝民俗文物館,林安泰古厝民俗文物館,Lîm An-thài Kóo-tshù Bîn-sio̍k Bûn-bu̍t-kuán,33021
9451,林投,林投,nâ-tâu,4230
9452,林投姊,林投姊仔,Nâ-tâu-tsí--á,4231
9453,林杞埔,林杞埔,Lîm-kí-poo,40106
9454,林務局,林務局,Lîm-bū-kio̍k,53564
9455,林園鄉,林園區,Lîm-hn̂g-khu,35253
9456,林業,林業,lîm-gia̍p,52696
9457,林語堂紀念館,林語堂紀念館,Lîm Gú-tông Kì-liām-kuán,33022
9458,林鳳營,林鳳營,Lîm-hōng-iânn,34056
9459,林蔭大道,三線路,sam-suànn-lōo,526
9460,林邊,林邊,Nâ-pinn,34106
9461,林邊鄉,林邊鄉,Nâ-pinn-hiong,35298
9462,果,果,kó,4210
9463,果,果,Kó,41085
9464,果子貍,果子猫,kué-tsí-bâ/ké-tsí-bâ,4213
9465,果汁,果汁,kó-tsiap,53051
9466,果真,果然,kó-jiân/kó-liân,4251
9467,果然,果然,kó-jiân/kó-liân,4251
9468,果園,果子園,kué-tsí-hn̂g/ké-tsí-hn̂g,4214
9469,果腹,治枵,tī-iau,4297
9470,果實,樹子,tshiū-tsí,11737
9471,果實飽滿,飽仁,pá-jîn/pá-lîn,10325
9472,果實飽滿,飽膭,pá-kuī,10373
9473,果實飽滿,飽穗,pá-suī,10378
9474,果實種子多,厚子,kāu tsí,4799
9475,枝,枝,ki,4211
9476,枝椏,椏,ue,8542
9477,欣羨,欣羨,him-siān,4312
9478,欣慰,安慰,an-uì,2414
9479,欣賞,欣賞,him-sióng,4319
9480,武,武,bú,4265
9481,武力,武力,bú-li̍k,51813
9482,武士,武士,bú-sū,51382
9483,武士林,武士林,Bú-sū-nâ,40110
9484,武功,武功,bú-kong,54136
9485,武生,武生,bú-sing,4285
9486,武林,武林,bú-lîm,52697
9487,武俠,武俠,bú-kiap,52698
9488,武洛溪,武洛溪,Bú-lok-khe,38050
9489,武將,武將,bú-tsiòng,54137
9490,武術,武術,bú-su̍t,53565
9491,武塔,武塔,Bú-thah,34148
9492,武溜灣,武溜灣,Bú-liu-uan,40111
9493,武聖廟,武聖廟,Bú-sìng-biō,39019
9494,武裝,武裝,bú-tsong,52165
9495,武器,武器,bú-khì,4320
9496,武藝,武藝,bú-gē,4325
9497,歧視,輕視,khin-sī,10926
9498,歧視,歧視,kî-sī,51980
9499,河,水,suí,824
9500,河,河,hô,4269
9501,河川,河川,hô-tshuan,51521
9502,河床,河床,hô-tshn̂g,53053
9503,河岸,溪仔墘,khe-á-kînn/khue-á-kînn,9678
9504,河東獅子,虎豹母,hóo-pà-bú,4613
